Created At,Created By,Community,Lot Number,Project_id,Project_uid,Section Number,Contract Date,Contract Type,Sales Agent,Selections Finished On,Lot Status Finished,Lot Status Released,Contract Date,Contract Type,Product Name,Elevation Name,Drafting Drafter,Drafting Assigned On,Drafting Finished,Engineering Engineer,Engineering Sent,Engineering Received,Plat Engineer,Plat Sent,Plat Received,Permitting County Name,Permitting Submitted,Permitting Received,Homesiting Completed By,Homesiting Completed On,BBP Posted,Notes
2023-11-21 15:01:36.185000,sreddy@tecofva.com,Harpers Mill,42,HM-7-42,550c9e07-3548-4d87-90e1-81c057822f08,7,,,,,True,False,,SPEC,Belmont,10 - Traditional,C.Zobel,,2023-10-31,Struc Tech,2023-10-31,2023-11-09,Koontz,2023-10-31,2023-11-06,,,,,,2023-11-28,
2023-11-21 15:02:20.054000,sreddy@tecofva.com,Harpers Mill,28,HM-7-28,832ee78b-3469-4707-8c63-79c0f8c5af98,7,,,,,False,False,,SPEC,Azalea,Colonial,R.Arias,2023-10-27,2023-10-31,Struc Tech,2023-12-06,2023-12-09,Koontz,2023-12-06,2023-12-14,Chesterfield,2023-12-13,2024-12-27,R.Arias,2023-12-13T05:00:00.000Z,2025-01-10,"Spec initiated: 10/26/23
Sold 04/01/24- LF 04/09/24- released 04/15/24
back to Spec 4/16/24
Struct -requested an update on 01/27/2025"
2023-11-29 16:40:30.550000,kfadl@tecofva.com,The Preserve,407,PR-1-407,a5875fcd-0c8e-41c1-9e4f-ff8af599dee1,1,,,,,True,False,,,Linden III,30 - Craftsman,C.Zobel,,2023-12-05,Riverside,2023-12-06,2023-12-08,Gay and Neel,2023-12-06,2023-12-15,,,,,,2024-02-06,
2023-11-29 16:40:47.336000,kfadl@tecofva.com,Readers Branch,39,RB-5-39,283188de-efc9-40b1-8377-e741a9e865e8,5,,,,,True,False,,,Linden III,10 - Traditional,C.Zobel,,2023-11-28,Struc Tech,2023-11-29,2023-12-04,EDA,2023-11-29,2023-12-05,,,,A.Ward,2024-01-10T05:00:00.000Z,2024-01-29,
2023-12-20 20:47:51.144000,sreddy@tecofva.com,The Preserve,406,PR-1-406,88cb8b89-4604-4b59-b734-9f9697379d8b,1,,,,,True,False,,,Savannah,B - Craftsman,C.Zobel,,2023-12-21,Riverside,2023-12-22,2023-12-29,Gay and Neel,2024-01-09,2024-01-18,,,,,,2024-03-20,
2024-01-11 13:11:04.890000,kfadl@tecofva.com,Brunswick,1,BR-BLOCK 1-1,fe81478d-60a1-4594-9851-25655657fe8c,BLOCK 1,,,,,True,False,,SPEC,Lillie,,K.Fadl,2023-12-11,2023-12-12,Kempsville,2023-10-23,2023-11-15,Townes,2023-10-19,2023-11-01,Hanover,2023-11-30,2024-01-02,,,2024-01-05,MODEL
2024-01-11 13:11:14.469000,kfadl@tecofva.com,Brunswick,2,BR-BLOCK 1-2,3ecea7c6-18fc-492e-a8ab-89763f5911e0,BLOCK 1,,,,,True,False,,SPEC,Brady,,K.Fadl,2023-12-11,2023-12-12,Kempsville,2023-10-23,2023-11-15,Townes,2023-10-19,2023-11-01,Hanover,2023-11-30,2024-01-02,,,2024-01-05,
2024-01-11 13:11:23.737000,kfadl@tecofva.com,Brunswick,3,BR-BLOCK 1-3,589e4116-a6bd-4824-8bd4-ae62ef202f92,BLOCK 1,,,,,True,False,,SPEC,Pearl,,K.Fadl,2023-12-11,2023-12-12,Kempsville,2023-10-23,2023-11-15,Townes,2023-10-19,2023-11-01,Hanover,2023-11-30,2024-01-02,,,2024-01-05,
2024-01-11 13:11:30.595000,kfadl@tecofva.com,Brunswick,4,BR-BLOCK 1-4,ec4a6298-6405-42fc-88fa-8fcd14394f44,BLOCK 1,,,,,True,False,,SPEC,Lillie,,K.Fadl,2023-12-11,2023-12-12,Kempsville,2023-10-23,2023-11-15,Townes,2023-10-19,2023-11-01,Hanover,2023-11-30,2024-01-02,,,2024-01-05,
2024-01-11 13:11:57.554000,kfadl@tecofva.com,Creeks Edge,14,CE-X-7-14,06da1a8a-0e7b-4d69-91dd-bcb1afb8a42e,X-7,,,,,True,False,,,,,R.Arias,2022-06-01,2022-06-01,Struc Tech,2022-06-01,2022-06-16,,2022-06-01,2022-06-20,Richmond,2022-06-29,2022-11-16,,,,
2024-01-11 13:12:01.891000,kfadl@tecofva.com,Creeks Edge,15,CE-X-7-15,8bfe469e-ddd8-4ce8-84bb-5ad3b8717db8,X-7,,,,,True,False,,,,,R.Arias,2022-06-01,2022-06-01,Struc Tech,2022-06-01,2022-06-16,,2022-06-01,2022-06-20,Richmond,2022-06-29,2022-11-16,,,,
2024-01-11 13:12:06.188000,kfadl@tecofva.com,Creeks Edge,16,CE-X-7-16,cfb1e9c2-d210-43fc-bf46-0df9255be8da,X-7,,,,,True,False,,,,,R.Arias,2022-06-01,2022-06-01,Struc Tech,2022-06-01,2022-06-16,,2022-06-01,2022-06-20,Richmond,2022-06-29,2022-11-16,,,,
2024-01-11 13:12:10.013000,kfadl@tecofva.com,Creeks Edge,17,CE-X-7-17,2de1ff84-b2e8-4ddd-8d7f-8d1886d182ad,X-7,,,,,True,False,,,,,R.Arias,2022-06-01,2022-06-01,Struc Tech,2022-06-01,2022-06-16,,2022-06-01,2022-06-20,Richmond,2022-06-29,2022-11-16,,,,
2024-01-11 13:12:14.177000,kfadl@tecofva.com,Creeks Edge,18,CE-X-7-18,ee5958ce-1d5d-490e-948d-6531e97516fb,X-7,,,,,True,False,,,,,R.Arias,2022-06-01,2022-06-01,Struc Tech,2022-06-01,2022-06-16,,2022-06-01,2022-06-20,Richmond,2022-06-29,2022-11-16,,,,
2024-01-11 13:12:18.385000,kfadl@tecofva.com,Creeks Edge,19,CE-X-7-19,723ba432-b19e-4100-bc89-d6de143ce42f,X-7,,,,,True,False,,,,,R.Arias,2022-06-01,2022-06-01,Struc Tech,2022-06-01,2022-06-16,,2022-06-01,2022-06-20,Richmond,2022-06-29,2022-11-16,,,,
2024-06-17 14:41:13.037000,rarias@tecofva.com,The Meadows,19,MD-1-19,4618a80b-df71-483a-99d8-41ff0ac4ded8,1,,,,,True,False,,Permit & Hold,Pearl Terrace,10 - Traditional,R.Arias,2024-04-08,2024-04-25,Riverside,2024-04-25,2024-04-30,Gay and Neel,2024-04-25,2024-05-02,Christiansburg,2024-05-16,2024-06-06,R.Arias,2024-05-07T04:00:00.000Z,2024-06-10,
2024-07-26 12:19:56.024000,kfadl@tecofva.com,Row at Westhampton,12,RW-5-12,4af56e2c-df12-468f-8330-f72da1e17c91,5,,,,,True,False,,,,,,,,,,,,,,,,,,,,
2024-08-13 12:52:11.021000,kfadl@tecofva.com,West Broad Village Eastern Edge,01,W5-5-01,40184a86-4a05-4657-b733-9edee9e9f8f5,5,,,,,False,False,2025-01-30,SPEC,Belmont Terrace,20 - Arts & Crafts,K.Fadl,2025-01-28,2025-02-04,Kempsville,2025-02-04,,Koontz,2025-03-04,,Henrico,,,,,,"initiated 1/28-draft complete on 02/03-lifestyle came in on 2/8
2/3/25 after one month plat delay from EDA- switched to Koontz on 3/3/25"
2024-08-13 12:52:19.996000,kfadl@tecofva.com,West Broad Village Eastern Edge,02,W5-5-02,061cf5a8-d50d-466d-a517-7922b5ace6f9,5,,,,,False,False,2025-01-28,SPEC,Ridge Terrace,10 - Traditional,K.Fadl,2025-01-28,2025-02-05,Kempsville,2025-02-05,,Koontz,2025-03-03,,Henrico,,,,,,"Ridge Terrace new product
2/3/25 after one month plat delay from EDA- switched to Koontz on 3/3/25"
2024-10-01 18:42:45.114000,kfadl@tecofva.com,Brunswick,5,BR-1-5,a135af47-5b6a-4559-867c-d1d245e790bc,1,,,,,False,True,,SPEC,,,L.Rodgers,,,Kempsville,,,Townes,,,Hanover,,,,,,
2024-10-01 18:42:48.256000,kfadl@tecofva.com,Brunswick,6,BR-1-6,79af849c-4c8a-4963-9c45-6fd200d532f4,1,,,,,False,True,,SPEC,,,L.Rodgers,,,Kempsville,,,Townes,,,Hanover,,,,,,
2024-10-01 18:42:51.409000,kfadl@tecofva.com,Brunswick,7,BR-1-7,ae0db3cd-40a3-4be6-8794-8ffab87b8f3a,1,,,,,False,True,,SPEC,,,L.Rodgers,,,Kempsville,,,Townes,,,Hanover,,,,,,
2024-10-16 20:15:27.951000,kfadl@tecofva.com,Womack,40,WM-1-40,e203498b-9747-49c1-bfcf-2475329ab964,1,,,,,False,False,2025-01-30,SPEC,Magnolia,40 - European,M.Robinson,2025-01-30,2025-02-08,Kempsville,2025-02-08,2025-02-18,High Mark,2025-02-08,2025-02-18,Chesterfield,2025-02-21,2025-02-26,R.Arias,2025-02-13T05:00:00.000Z,2025-02-28,"Lot changed back to WM 37 after BBPs on 12/3/24- It was originally on 37 and changed twice.

01-28-2025 A new spec was initiated.

02-14-2025 ENG/PLAT Set resent due to house needing to be flipped (Expected return date 2/19/2025)"
2024-11-11 13:19:01.810000,kfadl@tecofva.com,Row at Westhampton,32,RW-1-32,b1b6bf2c-66c8-4b7e-92fc-a308b67bee9f,1,,,,,True,False,,,,,,,,,,,,,,,,,,,,
2024-11-14 13:35:02.257000,kfadl@tecofva.com,Settler's Ridge,67,SE-e-67,feae2833-e835-48bb-a24b-3d133a3b1080,e,,,,,False,False,2025-02-05,Contract,Pearl Ranch,20 - Craftsman,K.Fadl,2025-02-05,2025-02-07,Kempsville,2024-11-21,2024-12-04,Koontz,2025-02-07,2025-02-20,Henrico,2024-12-04,,R.Arias,,,"SPEC INITIATED 10/11/24
PERMIT SENT 12/04/24
SOLD W/LF CHANGES 02/04/25
PLAT REVISION 02/07/2025
LF change 02/17/25-EXISTING TRANSOM W/ TILE SURROUND ADDED"
2024-11-26 20:45:17.356000,kfadl@tecofva.com,Readers Branch,42,RB-6-42,8cbbdbf9-a6b0-4f9b-af53-afcb84ed3391,6,,,,,False,False,2025-02-12,Contract,Belmont,10 - Traditional,Y.Wang,2025-02-24,2025-02-28,Struc Tech,2025-03-03,,EDA,2025-03-03,,Goochland,,,,,,"Lot moved to RB 40-6 on  11/22/24
"
2024-12-19 19:19:41.353000,kfadl@tecofva.com,The Preserve TH,193,PT-5-193,f81c57d5-4cc7-4911-93f5-83573c8ffb1f,5,,,,,False,False,2025-01-06,Permit & Hold,Highland,10 - Traditional,Y.Wang,2025-01-14,2025-02-06,Riverside,2025-02-06,2025-02-20,Foresite,2025-02-06,2025-02-13,Montgomery,,,,,,
2024-12-19 19:19:47.077000,kfadl@tecofva.com,The Preserve TH,194,PT-5-194,fcdb0d70-4941-4570-aac2-48a62848085d,5,,,,,False,False,2025-01-06,Permit & Hold,Millcreek,10 - Traditional,Y.Wang,2025-01-14,2025-02-06,Riverside,2025-02-06,2025-02-20,Foresite,2025-02-06,2025-02-13,Montgomery,,,,,,
2024-12-19 19:19:52.233000,kfadl@tecofva.com,The Preserve TH,195,PT-5-195,ccf111d6-ad46-4e63-88fb-a30162fba12d,5,,,,,False,False,2025-01-06,Permit & Hold,Millcreek,10 - Traditional,Y.Wang,2025-01-14,2025-02-06,Riverside,2025-02-06,2025-02-20,Foresite,2025-02-06,2025-02-13,Montgomery,,,,,,
2024-12-19 19:19:56.803000,kfadl@tecofva.com,The Preserve TH,196,PT-5-196,7fa99989-ab1d-4400-8ba1-e7dd01b3aa16,5,,,,,False,False,2025-01-07,Permit & Hold,Millcreek,10 - Traditional,Y.Wang,2025-01-14,2025-02-06,Riverside,2025-02-06,2025-02-20,Foresite,2025-02-06,2025-02-13,Montgomery,,,,,,
2024-12-19 19:20:00.009000,kfadl@tecofva.com,The Preserve TH,197,PT-5-197,234cef77-3d89-40ad-b413-08d87872c7a8,5,,,,,False,False,2025-01-06,Permit & Hold,Highland,10 - Traditional,Y.Wang,2025-01-13,2025-02-06,Riverside,2025-02-06,2025-02-20,Foresite,2025-02-06,2025-02-13,Montgomery,,,,,,
2025-01-03 20:17:21.103000,kfadl@tecofva.com,Readers Branch,19,RB-6-19,ab9ae770-f349-44a4-88c2-07174caaaecf,6,,,,,False,False,2025-01-01,Contract,Linden III,30 - Craftsman,M.Robinson,2025-01-15,2025-01-28,Struc Tech,2025-01-28,2025-02-04,EDA,2025-01-28,,Goochland,,,R.Arias,2025-02-18T05:00:00.000Z,,reassigned to Matthew on 1/20/25
2025-01-08 14:11:33.701000,kfadl@tecofva.com,Readers Branch,35,RB-6-35,b403b0fc-02c6-43e9-bc83-2c833f747414,6,,,,,False,False,2025-01-01,Contract,Carlisle,10 - Traditional,R.Arias,2025-01-17,2025-02-05,Struc Tech,2025-02-06,2025-02-14,EDA,2025-02-06,2025-02-11,Goochland,2025-02-19,,R.Arias,2025-02-19T05:00:00.000Z,,LF DUE 01/14/25
2025-01-08 14:12:14.417000,kfadl@tecofva.com,Readers Branch,34,RB-6-34,97656145-7240-406a-ae57-a412af916a4b,6,,,,,False,False,2025-01-01,Contract,Fulton,A - Colonial,C.Zobel,2025-02-13,2025-02-17,Struc Tech,2025-02-17,2025-02-24,EDA,2025-02-17,,Goochland,,,,,,LF DUE 01/14/25 but they said more are coming on 1/20 and never heard back.
2025-01-09 21:00:53.619000,kfadl@tecofva.com,Sweetspire,01,SP-0-01,80665bcc-f50b-4627-acea-4a49569e68b8,0,,,,,False,False,2025-01-31,SPEC,Linden III,25 - Folk Victorian,M.Robinson,2025-01-31,2025-02-05,Struc Tech,2025-02-06,2025-02-11,EDA,2025-02-06,,Henrico,2025-02-18,,R.Arias,2025-02-17T05:00:00.000Z,,
2025-01-09 21:00:58.694000,kfadl@tecofva.com,Sweetspire,02,SP-0-02,dce6aed8-0484-4eea-9a82-7cf7627a7fb5,0,,,,,False,False,2025-01-31,SPEC,Belmont,30 - Arts & Crafts,M.Robinson,2025-01-31,2025-02-07,Struc Tech,2025-02-08,2025-02-11,EDA,2025-02-08,2025-02-17,Henrico,2025-02-21,,R.Arias,2025-02-18T05:00:00.000Z,,
2025-01-20 13:58:59.583000,kfadl@tecofva.com,The Preserve,529,PR-7-529,50fc415b-cb31-4de8-94f9-a47ca4d5c7b2,7,,,,,False,False,2025-01-12,Contract,Savannah,A - Folk Victorian,R.Arias,2025-02-21,2025-02-27,Riverside,2025-03-03,,Foresite,2025-03-03,,Montgomery,,,R.Arias,2025-02-28T05:00:00.000Z,,LF CHANGE ON 2/25- TRAY CEILING/DBL DOOR.
2025-01-21 15:14:31.024000,kfadl@tecofva.com,The Preserve,533,PR-7-533,837ee585-a223-488b-80f6-87201eb5ca48,7,,,,,False,False,2025-01-20,Contract,Linden Terrace,30 - Craftsman,C.Zobel,,,Riverside,,,Foresite,,,Montgomery,,,,,,Significant grading issues. please have Jamie review prior.
2025-01-21 15:20:18.293000,kfadl@tecofva.com,Settler's Ridge,33,SE-A-33,511dd5d7-c932-49c7-8ab2-eb7df98bfb6f,A,,,,,False,False,2025-01-21,Contract,Azalea,Craftsman,M.Robinson,2025-02-04,2025-02-11,Kempsville,2025-02-11,2025-02-18,Koontz,2025-02-11,,Henrico,2025-02-26,,,,,
2025-01-27 13:26:24.483000,kfadl@tecofva.com,Foushee,01,FM-0-01,15a5927d-dd5c-428b-b54f-81248f7b9e20,0,,,,,False,False,2025-01-28,SPEC,Rowland,,Y.Wang,2025-01-28,2025-02-11,HBS,2025-02-11,,Townes,2025-02-11,,Richmond,,,,,,
2025-01-27 13:26:28.294000,kfadl@tecofva.com,Foushee,02,FM-0-02,768c502a-2533-47ed-b9b9-44803cb9e402,0,,,,,False,False,2025-01-27,SPEC,Park,,Y.Wang,2025-01-27,2025-02-11,HBS,2025-02-11,,Townes,2025-02-11,,Richmond,,,,,,
2025-01-27 13:26:32.294000,kfadl@tecofva.com,Foushee,03,FM-0-03,c63391b1-18c7-4eb8-9b7e-d5daee615beb,0,,,,,False,False,2025-01-27,SPEC,Westmoreland,,Y.Wang,2025-01-27,2025-02-11,HBS,2025-02-11,,Townes,2025-02-11,,Richmond,,,,,,
