Created At,Created By,Community,Lot Number,Project_id,Project_uid,Section Number,Contract Date,Contract Type,Sales Agent,Selections Finished On,Lot Status Finished,Lot Status Released,Contract Date,Contract Type,Product Name,Elevation Name,Drafting Drafter,Drafting Assigned On,Drafting Finished,Engineering Engineer,Engineering Sent,Engineering Received,Plat Engineer,Plat Sent,Plat Received,Permitting County Name,Permitting Submitted,Permitting Received,Homesiting Completed By,Homesiting Completed On,BBP Posted,Notes
2024-01-11 13:12:18.385000,kfadl@tecofva.com,Creeks Edge,19,CE-X-7-19,723ba432-b19e-4100-bc89-d6de143ce42f,X-7,,,,,True,False,,,,,R.Arias,2022-06-01,2022-06-01,Struc Tech,2022-06-01,2022-06-16,,2022-06-01,2022-06-20,Richmond,2022-06-29,2022-11-16,,,,
2024-08-13 12:52:11.021000,kfadl@tecofva.com,West Broad Village Eastern Edge,01,W5-5-01,40184a86-4a05-4657-b733-9edee9e9f8f5,5,,,,,True,False,2025-01-31,SPEC,Belmont Terrace,20 - Arts & Crafts,K.Fadl,2025-01-29,2025-02-06,Kempsville,2025-02-05,2025-02-13,Cardinal,2025-03-05,2025-03-31,Henrico,2025-04-10,2025-06-13,R.Arias,2025-04-08 00:00:00,2025-06-16,"initiated 1/28-draft complete on 02/03-lifestyle came in on 2/8
2/3/25 after one month plat delay from EDA- switched to Koontz on 3/3/25"
2025-01-27 13:26:32.294000,kfadl@tecofva.com,Foushee,03,FM-0-03,c63391b1-18c7-4eb8-9b7e-d5daee615beb,0,,,,,False,False,2025-01-28,SPEC,Westmoreland,,Y.Wang,2025-01-28,2025-02-11,HBS,2025-02-11,2025-03-04,Townes,2025-02-11,2025-02-13,Richmond,2025-03-18,,,,,
2025-01-27 14:03:26.243000,kfadl@tecofva.com,Readers Branch,28,RB-7-28,f2c865e6-9f64-49e0-b241-1dcca89eb290,7,,,,,True,False,2025-01-27,Contract,Linden Terrace,30 - Craftsman,C.Zobel,2025-02-28,2025-03-09,HBS,2025-03-09,2025-03-19,EDA,2025-03-11,2025-03-21,Goochland,2025-03-21,2025-04-16,R.Arias,2025-03-25 04:00:00,2025-04-22,"LF on2/4 
LF change coming 2/10/2025
LF CHANGE 12/18/25
LF change 2/25

3/7: delaying plat request due to EDA delay; need to verify if still sending to EDA"
2025-01-29 13:33:43.914000,kfadl@tecofva.com,West Broad Village Eastern Edge,01,W5-1-01,4b655b84-f3ec-4532-ab19-d65647abc55d,1,,,,,True,False,,SPEC,,,K.Fadl,,,Kempsville,,,EDA,,,Henrico,,,,,,
2023-11-09 21:37:13.795000,,Lauradell,36,LA-1-36,aecc43ca-1775-40a3-9ad3-62e233465aa7,1,,Permit & Hold,,,True,False,,Permit & Hold,Helena,20 - Arts & Crafts,C.Zobel,2023-11-08,2023-11-09,Struc Tech,2023-11-13,2023-11-17,EDA,2023-11-13,2023-11-20,,,,,,2023-12-18,
2024-01-11 13:12:10.013000,kfadl@tecofva.com,Creeks Edge,17,CE-X-7-17,2de1ff84-b2e8-4ddd-8d7f-8d1886d182ad,X-7,,,,,True,False,,,,,R.Arias,2022-06-01,2022-06-01,Struc Tech,2022-06-01,2022-06-16,,2022-06-01,2022-06-20,Richmond,2022-06-29,2022-11-16,,,,
2024-08-13 12:52:19.996000,kfadl@tecofva.com,West Broad Village Eastern Edge,02,W5-5-02,061cf5a8-d50d-466d-a517-7922b5ace6f9,5,,,,,True,False,2025-01-30,SPEC,Ridge Terrace,10 - Traditional,K.Fadl,2025-01-30,2025-02-07,Kempsville,2025-02-07,2025-02-14,Cardinal,2025-03-05,2025-03-31,Henrico,2025-04-10,2025-06-12,R.Arias,2025-04-08 04:00:00,2025-06-13,"Ridge Terrace new product
2/3/25 after one month plat delay from EDA- switched to Koontz on 3/3/25
SPEC initiated 04/23/25"
2024-10-16 20:15:27.951000,kfadl@tecofva.com,Womack,40,WM-1-40,e203498b-9747-49c1-bfcf-2475329ab964,1,,,,,True,False,2025-01-30,SPEC,Magnolia,40 - European,M.Robinson,2025-01-30,2025-02-08,Kempsville,2025-02-09,2025-02-19,High Mark,2025-02-09,2025-02-18,Chesterfield,2025-02-21,2025-02-26,R.Arias,2025-02-15 02:00:00,2025-02-28,"Lot changed back to WM 37 after BBPs on 12/3/24- It was originally on 37 and changed twice.

01-28-2025 A new spec was initiated.

02-14-2025 ENG/PLAT Set resent due to house needing to be flipped (Expected return date 2/19/2025)"
2024-12-19 19:19:56.803000,kfadl@tecofva.com,The Preserve TH,196,PT-5-196,7fa99989-ab1d-4400-8ba1-e7dd01b3aa16,5,,,,,False,False,2025-01-07,Permit & Hold,Millcreek,10 - Traditional,Y.Wang,2025-01-08,2025-02-07,Riverside,2025-02-07,2025-02-20,Foresite,2025-02-07,2025-02-13,Montgomery,,,,,,New SPEC addendum LF 07-01-2025
2025-01-27 13:26:40.636000,kfadl@tecofva.com,Foushee,05,FM-0-05,664a8572-d210-40c3-9e15-735faf8164c0,0,,,,,False,False,2025-01-28,SPEC,Park,,Y.Wang,2025-01-28,2025-02-11,HBS,2025-02-11,2025-03-04,Townes,2025-02-11,2025-02-13,Richmond,2025-03-18,,,,,
2025-01-29 13:33:48.021000,kfadl@tecofva.com,West Broad Village Eastern Edge,02,W5-1-02,30c6cda8-34f1-46d9-95bd-9870f4f88eb9,1,,,,,True,False,,SPEC,,,K.Fadl,,,Kempsville,,,EDA,,,Henrico,,,,,,all brick ridge terrace
2025-02-03 13:30:24.308000,kfadl@tecofva.com,Sweetspire,21,SP-0-21,f022ae31-b49c-4272-902f-8b8fb3dd997d,0,,,,,True,False,2025-02-02,Contract,Fulton,B - Folk Victorian,Y.Wang,2025-02-13,2025-02-15,Struc Tech,2025-02-15,2025-02-20,EDA,2025-02-15,2025-04-09,Henrico,2025-04-10,2025-05-08,R.Arias,2025-03-06 17:00:00,2025-05-09,"Re-assigned drafting person 02/12/25
LATE LF- 3/11/25- Tub to shower@ bath 2
LATE LF 7/9/2025 - laundry sink rough in and solar panels"
2024-01-11 13:11:23.737000,kfadl@tecofva.com,Brunswick,3,BR-BLOCK 1-3,589e4116-a6bd-4824-8bd4-ae62ef202f92,BLOCK 1,,,,,True,False,,SPEC,Pearl,,K.Fadl,2023-12-11,2023-12-12,Kempsville,2023-10-23,2023-11-15,Townes,2023-10-19,2023-11-01,Hanover,2023-11-30,2024-01-02,,,2024-01-05,
2024-10-01 18:42:51.409000,kfadl@tecofva.com,Brunswick,7,BR-1-7,ae0db3cd-40a3-4be6-8794-8ffab87b8f3a,1,,,,,False,True,,SPEC,,,L.Rodgers,,,Kempsville,,,Townes,,,Hanover,,,,,,
2025-01-03 20:17:21.103000,kfadl@tecofva.com,Readers Branch,19,RB-6-19,ab9ae770-f349-44a4-88c2-07174caaaecf,6,,,,,False,False,2025-08-26,Contract,Corvallis,40 - European,Y.Wang,2025-10-02,,Struc Tech,,,EDA,,,Goochland,,,R.Arias,,,reassigned to Matthew on 1/20/25
2025-02-03 13:18:22.999000,kfadl@tecofva.com,The Meadows,28,MD-1-28,48258cee-f4c1-4b86-9db0-e0cc53558d01,1,,,,,True,False,2025-02-03,Contract,Linden Terrace,25 - Folk Victorian,C.Zobel,2025-03-29,2025-04-04,Riverside,2025-04-04,2025-04-23,High Mark,2025-04-09,2025-04-16,Christiansburg,2025-05-15,2025-06-27,R.Arias,2025-04-06 08:00:00,2025-06-27,"3/7/25: late LF. elevation change w/ lifestyle changes
3/11/25: told another lifestyle change is coming. 
3/25/25: LF w/ deck expansion, and door swaps (late LF completion not confirmed in addendum)
3/31/25: lifestyle completion confirmed via email (need to remind sales to confirm via addendum in the future)

information in addenda missing: basement bathroom rough-in location & layout; final layout of deck (shifted away from family room corner). information received via email

late engineering. expected 4/14, received 4/22

engineering revisions were needed and received 4/28/25. large reverse gable on initial design deemed structurally inefficient

5/5 - alternate roof design approved by buyer and sent for re-engineering

5/12 - revised engineering received"
2023-11-21 15:01:36.185000,sreddy@tecofva.com,Harpers Mill,42,HM-7-42,550c9e07-3548-4d87-90e1-81c057822f08,7,,,,,True,False,,SPEC,Belmont,10 - Traditional,C.Zobel,,2023-10-31,Struc Tech,2023-10-31,2023-11-09,Koontz,2023-10-31,2023-11-06,,,,,,2023-11-28,
2024-01-11 13:11:14.469000,kfadl@tecofva.com,Brunswick,2,BR-BLOCK 1-2,3ecea7c6-18fc-492e-a8ab-89763f5911e0,BLOCK 1,,,,,True,False,,SPEC,Brady,,K.Fadl,2023-12-11,2023-12-12,Kempsville,2023-10-23,2023-11-15,Townes,2023-10-19,2023-11-01,Hanover,2023-11-30,2024-01-02,,,2024-01-05,
2025-01-29 13:28:00.691000,kfadl@tecofva.com,Parke @ Westport,01,PW-1-01,78196e00-5a9b-4ee8-bf52-21f66fd19076,1,,,,,False,False,2025-01-30,SPEC,Davidson,10 - Traditional,K.Fadl,2025-01-31,2025-02-08,Kempsville,2025-02-08,2025-02-19,AES,2025-02-08,2025-03-31,James City,2025-04-16,2025-09-04,,,2025-09-09,"Needed information about garage side and siting before drafting could start.
ARB requested changes 4/29/25- Resent Plat and Structural"
2024-10-01 18:42:45.114000,kfadl@tecofva.com,Brunswick,5,BR-1-5,a135af47-5b6a-4559-867c-d1d245e790bc,1,,,,,False,True,,SPEC,,,L.Rodgers,,,Kempsville,,,Townes,,,Hanover,,,,,,late LF-8/29/2025- remove kitchen soffit and add gas plumbing
2025-01-20 13:58:59.583000,kfadl@tecofva.com,The Preserve,529,PR-7-529,50fc415b-cb31-4de8-94f9-a47ca4d5c7b2,7,,,,,True,False,2025-01-13,Contract,Savannah,A - Folk Victorian,R.Arias,2025-02-25,2025-03-01,Riverside,2025-03-04,2025-03-09,Foresite,2025-03-04,2025-03-18,Montgomery,2025-03-26,2025-04-15,R.Arias,2025-03-01 11:00:00,2025-04-15,"LF CHANGE ON 2/25- TRAY CEILING/DBL DOOR.
Sent for Steel eng on 03/11; STEEL rcvd on 03/20"
2025-02-03 13:15:11.466000,kfadl@tecofva.com,Brunswick,06,BR-1-06,fc8ef36f-4c4c-490e-b834-ee99bdef0eec,1,,,,,True,False,2025-01-30,Contract,Lillie,10 - Traditional,M.Robinson,2025-03-04,2025-03-14,Kempsville,2025-03-14,2025-03-27,Townes,2025-03-14,2025-03-26,Hanover,2025-04-15,2025-04-25,,,2025-05-02,"LF in 2/12/25 but cannot start until we get the rest of the building specs
LF change coming- informed on 2/25/25
LF#2 missing drawing- received 2/28/25
LF: 3/6/25- Door Swap CR removed"
2023-11-29 16:40:30.550000,kfadl@tecofva.com,The Preserve,407,PR-1-407,a5875fcd-0c8e-41c1-9e4f-ff8af599dee1,1,,,,,True,False,,,Linden III,30 - Craftsman,C.Zobel,,2023-12-05,Riverside,2023-12-06,2023-12-08,Gay and Neel,2023-12-06,2023-12-15,,,,,,2024-02-06,
2023-11-29 16:40:47.336000,kfadl@tecofva.com,Readers Branch,39,RB-5-39,283188de-efc9-40b1-8377-e741a9e865e8,5,,,,,True,False,,,Linden III,10 - Traditional,C.Zobel,,2023-11-28,Struc Tech,2023-11-29,2023-12-04,EDA,2023-11-29,2023-12-05,,,,R.Arias,2024-01-10 10:00:00,2024-01-29,
2024-01-11 13:12:06.188000,kfadl@tecofva.com,Creeks Edge,16,CE-X-7-16,cfb1e9c2-d210-43fc-bf46-0df9255be8da,X-7,,,,,True,False,,,,,R.Arias,2022-06-01,2022-06-01,Struc Tech,2022-06-01,2022-06-16,,2022-06-01,2022-06-20,Richmond,2022-06-29,2022-11-16,,,,
2024-06-17 14:41:13.037000,rarias@tecofva.com,The Meadows,19,MD-1-19,4618a80b-df71-483a-99d8-41ff0ac4ded8,1,,,,,True,False,,Permit & Hold,Pearl Terrace,10 - Traditional,R.Arias,2024-04-08,2024-04-25,Riverside,2024-04-25,2024-04-30,Gay and Neel,2024-04-25,2024-05-02,Christiansburg,2024-05-16,2024-06-06,R.Arias,2024-05-07 04:00:00,2024-06-10,
2024-10-01 18:42:48.256000,kfadl@tecofva.com,Brunswick,6,BR-1-6,79af849c-4c8a-4963-9c45-6fd200d532f4,1,,,,,False,True,,SPEC,,,L.Rodgers,,,Kempsville,,,Townes,,,Hanover,,,,,,
2025-01-27 13:26:24.483000,kfadl@tecofva.com,Foushee,01,FM-0-01,15a5927d-dd5c-428b-b54f-81248f7b9e20,0,,,,,False,False,2025-01-28,SPEC,Rowland,,Y.Wang,2025-01-28,2025-02-11,HBS,2025-02-11,2025-03-04,Townes,2025-02-11,2025-02-13,Richmond,2025-03-18,,,,,
2025-02-03 13:21:25.379000,kfadl@tecofva.com,Brunswick,05,BR-1-05,198fb46c-c246-443b-bb7b-e529c38c9d61,1,,,,,True,False,2025-01-31,Contract,Lillie,10 - Traditional,M.Robinson,2025-03-05,2025-03-15,Kempsville,2025-03-15,2025-03-27,Townes,2025-03-15,2025-03-26,Hanover,2025-04-15,2025-04-25,,,2025-05-02,"LF-8/29/2025- remove kitchen soffit and add gas plumbing
LF in 2/12/25 but cannot start until we get the rest of the building specs
LF CHANGE- 03/24/25 remove barrier free shower
BBP DELAYED BECAUSE NEED BARIER FREE SHOWER BY CODE, OR REVERT TO TUB- 05-01-25"
2023-11-21 14:27:11.181000,sreddy@tecofva.com,The Preserve,418,PR-1-418,071b03af-a0a7-44b8-93c8-894ca1c926c8,1,,,,,True,False,,Permit & Hold,Corvallis,40 - European,C.Zobel,2023-11-14,2023-11-15,Riverside,2023-11-15,2023-11-21,High Mark,2023-12-09,2023-12-19,Christiansburg,2023-12-19,,,,2024-01-11,
2023-11-21 14:44:33.934000,sreddy@tecofva.com,Parkside Village,22,PV-5-22,3578536a-0080-49b5-8fee-7a3d7e7490ea,5,,,,,True,False,,,Hartford II,BSE - Arts & Crafts,C.Zobel,,2023-11-17,Struc Tech,2023-11-17,2023-11-30,EDA,2023-11-17,2023-12-05,,,2023-12-26,,,2023-12-27,
2024-01-11 13:11:57.554000,kfadl@tecofva.com,Creeks Edge,14,CE-X-7-14,06da1a8a-0e7b-4d69-91dd-bcb1afb8a42e,X-7,,,,,True,False,,,,,R.Arias,2022-06-01,2022-06-01,Struc Tech,2022-06-01,2022-06-16,,2022-06-01,2022-06-20,Richmond,2022-06-29,2022-11-16,,,,
2024-11-14 13:35:02.257000,kfadl@tecofva.com,Settler's Ridge,67,SE-e-67,feae2833-e835-48bb-a24b-3d133a3b1080,e,,,,,False,False,2025-02-05,Contract,Pearl Ranch,20 - Craftsman,K.Fadl,2025-02-05,2025-02-08,Kempsville,2024-11-22,2024-12-05,Koontz,2025-02-08,2025-02-21,Henrico,2024-12-04,2025-03-05,R.Arias,2025-02-28 12:00:00,2025-03-05,"SPEC INITIATED 10/11/24
PERMIT SENT 12/04/24
SOLD W/LF CHANGES 02/04/25
PLAT REVISION 02/07/2025
LF change 02/17/25-EXISTING TRANSOM W/ TILE SURROUND ADDED"
2024-12-19 19:19:41.353000,kfadl@tecofva.com,The Preserve TH,193,PT-5-193,f81c57d5-4cc7-4911-93f5-83573c8ffb1f,5,,,,,False,False,2025-01-07,Permit & Hold,Highland,10 - Traditional,Y.Wang,2025-01-08,2025-02-07,Riverside,2025-02-07,2025-02-20,Foresite,2025-02-07,2025-02-13,Montgomery,,,R.Arias,,,
2025-01-21 15:20:18.293000,kfadl@tecofva.com,Settler's Ridge,33,SE-A-33,511dd5d7-c932-49c7-8ab2-eb7df98bfb6f,A,,,,,False,False,2025-01-21,Contract,Azalea,Craftsman,M.Robinson,2025-02-05,2025-02-12,Kempsville,2025-02-12,2025-02-19,Koontz,2025-02-12,2025-02-20,Henrico,2025-02-27,2025-03-12,R.Arias,2025-03-07 07:00:00,2025-03-18,
