Created At,Created By,Community,Lot Number,Project_id,Project_uid,Section Number,Contract Date,Contract Type,Sales Agent,Selections Finished On,Lot Status Finished,Lot Status Released,Contract Date,Contract Type,Product Name,Elevation Name,Drafting Drafter,Drafting Assigned On,Drafting Finished,Engineering Engineer,Engineering Sent,Engineering Received,Plat Engineer,Plat Sent,Plat Received,Permitting County Name,Permitting Submitted,Permitting Received,Homesiting Completed By,Homesiting Completed On,BBP Posted,Notes
2023-11-06 13:43:31.047000,,BHC Armstrong,63,AS-2-63,609243cc-1858-4f8b-b9ec-7effe023d148,2,,,,,True,False,,,BHC 22B,CUSTOM,R.Arias,,2022-12-02,Struc Tech,2022-12-02,2022-12-09,Koontz,2023-01-17,2023-01-31,Blacksburg,2023-02-14,2023-03-09,,,2023-04-17,
2023-11-06 13:43:31.047000,,BHC Armstrong,76,AS-2-76,dc7151b3-3086-4b8d-b795-619350014e1f,2,,,,,True,False,,,BHC 22C,CUSTOM,R.Arias,,2022-12-02,Struc Tech,2022-12-02,2023-12-09,Koontz,2023-01-17,2023-01-31,Richmond,2023-02-14,2023-03-15,,,2023-03-15,
2023-11-06 13:43:31.047000,,BHC Armstrong,78,AS-2-78,4b307b9d-35a9-491f-aa59-8b2c30550abc,2,,,,,True,False,,,BHC 22B,CUSTOM,R.Arias,,2022-12-02,Struc Tech,2022-12-02,2022-12-09,Koontz,2023-01-17,2023-01-31,Richmond,2023-02-14,2023-03-29,,,2023-04-17,
2023-11-06 13:43:31.046000,,WBV EE,01,W4-5-01,7ac0043e-8a1a-4b0b-b1ab-0f2e271fdc52,5,2023-02-23 00:00:00,,,,True,False,2023-02-23,,Brookline,20 - Craftsman,K.Fadl,,,HBS,,,Koontz,2022-06-01,2022-06-09,Henrico,2022-06-17,2022-09-13,,,2023-03-20,On hold for Josh
2023-11-06 13:43:31.046000,,GreenGate Condos,26-27,GC-S6-26-27,905ccb6d-d913-4c03-af0c-5fc2d7e55ea5,S6,2022-05-10 00:00:00,,,,True,False,2022-05-10,,Arlington,NONE,Y.Wang,,,HBS,2022-05-16,2022-06-06,Bay Design,2022-05-16,2022-06-06,Blacksburg,2022-06-07,,,,,
2023-11-06 13:43:31.047000,,WBV EE,02,W4-5-02,b757e58c-86a0-4782-83ea-a1b4d7ee6440,5,2023-02-23 00:00:00,,,,True,False,2023-02-23,Permit & Hold,Hawthorne,10 - Traditional,C.Zobel,,,HBS,,,Koontz,,,Henrico,,,,,,On Hold
2023-11-06 13:43:31.046000,,Readers Branch,49,RB-S3-49,1a93bb29-865a-42c0-83e5-559c95e5953d,S3,2021-11-17 00:00:00,,,,True,False,2021-11-17,,Fulton,A - Colonial,C.Zobel,,2021-12-13,Struc Tech,2021-12-13,2021-12-15,EDA,2021-12-13,2021-12-15,Goochland,2022-01-05,2022-01-24,,,2022-01-25,
2023-11-06 13:43:31.047000,,The Preserve,565,PR-1-565,f5415b91-1d9d-42b5-a181-9f73b0918740,1,2023-03-31 00:00:00,,,,True,False,2023-03-31,Contract,Westminster,B - Craftsman,R.Arias,,2023-10-13,Riverside,2023-10-20,2023-10-26,Gay and Neel,2023-10-20,2023-11-09,Montgomery,2023-11-13,2023-12-18,R.Arias,2023-10-19 04:00:00+00:00,2023-12-18,HOLD: lifestyle pending
2023-11-06 13:43:31.047000,,BHC Armstrong,45&46,AS-2-45&46,5f447f18-de01-4db7-af80-fdc8c478c6af,2,,,,,True,False,,,BHC 22F,CUSTOM,R.Arias,,2022-12-02,Struc Tech,2022-12-02,2022-12-09,Koontz,2023-01-17,2023-01-31,Richmond,2023-02-14,2023-04-26,,,2023-04-26,
2023-11-06 13:43:31.047000,,The Preserve,413,PR-1-413,35067563-553f-4b5f-afc0-7dcff02e50a1,1,2023-04-13 00:00:00,,,,False,False,2025-05-04,Permit & Hold,Pearl Terrace,20 - Craftsman,Y.Wang,2025-05-04,2025-05-16,Riverside,2025-05-16,2025-06-03,Foresite,2025-05-16,2025-05-28,Montgomery,,,R.Arias,2025-05-10 12:00:00,,"Permit & Hold
Engineering first received on 5/21 and revised 6/03"
2023-11-06 13:43:31.048000,,WBV EE,17A-20A,W4-4-17A-20A,0c6dae79-d1aa-43cb-b1f8-7e93b64a64d6,4,2023-07-11 00:00:00,,,,True,False,2023-07-11,,Arlington,NONE,K.Fadl,,,HBS,,,Koontz,,,Henrico,,,,,,Permit & Hold
2023-11-06 13:43:31.047000,,BHC Armstrong,63,AS-2-63,a3d493f2-c32a-4c45-856a-dd2a3efe522b,2,,,,,True,False,,,BHC 22B,CUSTOM,R.Arias,,,Struc Tech,2022-12-02,2022-12-29,Koontz,2023-01-17,2023-01-31,Richmond,2023-02-14,2023-03-13,,,2023-03-10,
2023-11-06 13:43:31.048000,,Settler's Ridge,93,SE-E-93,fad953ee-e3a2-4a16-ad5a-b2ff15c84b69,E,2023-04-04 00:00:00,,,,True,False,2023-04-04,,Cedar,30 - Arts & Crafts,C.Zobel,,2023-04-19,Riverside,2023-04-20,2023-04-25,Koontz,2023-04-20,2023-05-09,Henrico,2023-05-09,2023-05-19,R.Arias,2023-06-09 04:00:00,2023-05-19,redraft and re-engineer per buyer changes
2023-11-06 13:43:31.048000,,Settler's Ridge,30,SE-A-30,56e3dbc9-2f05-4eb9-a013-9564fc31fef9,A,2023-05-11 00:00:00,,,,True,False,2024-09-24,Contract,Azalea Ranch,Craftsman,L.Rodgers,2024-10-05,2024-10-10,Kempsville,2024-10-10,2024-10-23,Koontz,2024-10-10,2024-10-25,Henrico,2024-11-07,2024-12-03,R.Arias,2024-10-25 20:00:00,2024-12-04,"permit & hold 5/11/23
BBPs 7/27/2023
kicked to dirt 9/20/24
New Contracted home 09/23/24"
2023-11-06 13:43:31.049000,,GreenGate,172-176,GG-I-172-176,041b8216-94d0-40bf-b244-0ad58fe07b8e,I,2023-08-28 00:00:00,,,,True,False,2023-08-28,,Park,QA - A - 1 - F,Y.Wang,,,HBS,2023-09-13,2023-09-27,Bay Design,2023-09-27,2023-10-05,Henrico,2023-10-06,2023-10-25,,,,174 under Contract
2023-11-06 13:43:31.047000,,The Meadows,45,MD-0-45,a2dde953-b0d3-41d8-ae12-47c7d6f5fe0d,0,2023-04-17 00:00:00,,,,True,False,2023-04-17,,Corvallis,10 - Traditional,C.Zobel,,2023-04-20,UFP,2023-04-21,2023-04-28,Gay and Neel,2023-04-24,2023-05-02,Christiansburg,,,,,2023-05-19,
2023-11-06 13:43:31.048000,,The Preserve,410,PR-1-410,7deeb5e5-d4d0-4a5a-a08c-c32be70e7d8a,1,2023-05-11 00:00:00,,,,False,False,2024-08-09,Permit & Hold,Pearl Terrace,20 - Craftsman,C.Zobel,2024-08-23,2024-08-24,Riverside,2024-08-23,2024-09-04,Foresite,2024-08-27,2024-09-07,Montgomery,2024-09-10,2025-04-09,R.Arias,2024-08-26 04:00:00,,"Original Corvallis draft completed 08/03/23
Redraft new spec 08/07/2024"
2023-11-06 13:43:31.048000,,Womack,30,WM-1-30,9aa3bad1-47af-45d3-8d65-715cbefb5d6f,1,2023-07-20 00:00:00,,,,True,False,2025-03-15,SPEC,Magnolia,10 - Traditional,Y.Wang,2025-03-22,2025-03-22,Kempsville,2025-03-22,2025-03-27,High Mark,2025-03-25,2025-04-24,Chesterfield,2025-04-25,2025-05-06,R.Arias,2025-03-25 16:00:00,2025-05-08,"Originally SPEC'd on 7/2023 as Bellavue & BBPs posted 8/2023
Kicked to dirt on 8/2023
reassigned to YENA on 3/20/25
"
2023-11-06 13:43:31.048000,,WBV EE,17B-20B,W4-4-17B-20B,347daeb4-1e2b-4b71-b5b9-8c29d332120b,4,2023-07-11 00:00:00,,,,True,False,2023-07-11,,McKinney,NONE,K.Fadl,,,HBS,,,Koontz,,,Henrico,,,,,,Permit & Hold
2023-11-21 14:58:49.597000,sreddy@tecofva.com,Readers Branch,42,RB-4-42,7c4ab91b-29cb-4bbd-b8bf-962c575d3438,4,,,,,True,False,,SPEC,Linden III,10 - Traditional,C.Zobel,,2023-10-25,Struc Tech,2023-10-27,2023-11-01,EDA,2023-10-27,2023-11-01,Goochland,,2023-11-29,,,2023-11-29,
2024-01-09 15:30:36.500000,kfadl@tecofva.com,Settler's Ridge,103,SE-E-103,46fa2429-88de-45fc-8a58-6c1fd4266e17,E,,,,,True,False,2024-01-10,SPEC,Cedar,20 - Craftsman,L.Rodgers,2024-01-10,2024-01-24,Kempsville,2024-01-24,2024-02-10,Koontz,2024-01-24,2024-02-02,Henrico,2024-02-16,2024-02-27,R.Arias,2024-02-15 10:00:00,2024-03-25,
2024-03-08 16:12:57.958000,kfadl@tecofva.com,The Preserve TH,104,PT-1-104,52e3c8e8-dc08-4666-ab0e-12479b0d2c92,1,,,,,True,False,2024-03-10,SPEC,Highland,,Y.Wang,2024-03-26,2024-03-30,Riverside,2024-03-21,2024-04-17,Gay and Neel,2024-04-13,2024-04-25,Blacksburg,2024-06-12,,,,2024-06-26,Basement- sent to 3rd Party Review on 24th
2024-03-11 11:52:27.747000,kfadl@tecofva.com,Parkside Village,17,PV-5-17,ce43cf6f-7491-415a-8094-5ebaf02772aa,5,,,,,True,False,2024-03-10,Contract,Linden Terrace,30 - Craftsman,C.Zobel,2024-04-05,2024-04-30,HBS,2024-04-30,2024-05-10,EDA,2024-04-30,2024-05-09,Goochland,2024-05-13,2024-08-07,R.Arias,2024-05-16 04:00:00+00:00,2024-08-06,late lifestyles
2024-03-26 12:05:20.642000,kfadl@tecofva.com,Readers Branch,31,RB-5-31,9d1bc6c0-4ed2-4e19-ba05-5b318708eeab,5,,,,,True,False,2024-03-25,Contract,Fulton,BSE - Arts & Crafts,B.James,2024-04-16,2024-04-04,Struc Tech,2024-04-04,2024-04-10,EDA,2024-04-04,2024-04-17,Goochland,2024-04-17,2024-05-17,R.Arias,2024-04-23 04:00:00+00:00,2024-05-21,
2024-05-07 17:28:55.379000,kfadl@tecofva.com,Womack,22,WM-1-22,ff561054-881b-44ba-8efb-ff61967742f0,1,,,,,True,False,2024-05-09,Contract,Magnolia,10 - Traditional,L.Rodgers,2024-05-21,2024-05-31,Kempsville,2024-05-31,2024-06-19,High Mark,2024-05-31,2024-06-20,Chesterfield,2024-06-19,2024-06-26,R.Arias,2024-05-31 04:00:00+00:00,2024-06-26,
2024-05-15 19:04:40.902000,kfadl@tecofva.com,Readers Branch,46,RB-5-46,d249c120-e0a3-4a47-a65c-1c9fa98dcae6,5,,,,,True,False,2024-05-16,Contract,Corvallis,30 - Craftsman,L.Rodgers,2024-05-21,2024-06-13,Struc Tech,2024-06-13,2024-06-26,EDA,2024-06-13,2024-06-27,Goochland,2024-07-01,2024-08-05,R.Arias,2024-07-03 08:00:00,2024-08-05,
2024-06-12 18:29:23.846000,kfadl@tecofva.com,Womack,36,WM-1-36,50a7d677-9f4b-4dde-a1d0-16c871a9932f,1,,,,,True,False,2024-06-12,Contract,Magnolia,10 - Traditional,C.Zobel,2024-06-17,2024-06-21,Kempsville,2024-06-25,2024-06-29,High Mark,2024-07-04,2024-07-15,Chesterfield,2024-07-15,2024-07-17,R.Arias,2024-07-03 08:00:00,2024-07-18,
2024-08-12 19:19:39.165000,kfadl@tecofva.com,Brunswick,21,BR-1-21,4ceb855b-7195-463a-9734-48e443f5cc39,1,,,,,False,False,2024-08-06,Permit & Hold,Lillie,10 - Traditional,M.Robinson,2024-08-28,2024-08-30,Kempsville,2024-08-30,2024-09-12,Townes,2024-08-30,2024-09-07,Hanover,2024-09-19,2024-10-11,,,2024-10-15,M.Robinson to clean up BBPs set from Rodgers and Y.Wang
2024-08-12 19:22:25.271000,kfadl@tecofva.com,Brunswick,22,BR-1-22,f1d1501c-863b-4818-aa4d-de32ea425c13,1,,,,,False,False,2024-08-06,Permit & Hold,Lillie,10 - Traditional,M.Robinson,2024-08-28,2024-08-30,Kempsville,2024-08-30,2024-09-11,Townes,2024-08-30,2024-09-06,Hanover,2024-09-19,2024-10-11,,,2024-10-15,M.Robinson to clean up BBPs set from Rodgers and Y.Wang
2024-08-13 11:03:42.362000,kfadl@tecofva.com,Villetta Pointe,1,VL-0-1,64305bbf-99c6-465d-83de-c7f4ed6bcede,0,,,,,True,False,2024-08-08,SPEC,Pritchard,,K.Fadl,2024-08-08,2024-08-09,Kempsville,2024-08-09,2024-08-12,Townes,2024-07-12,2024-07-24,Hanover,2024-07-22,2024-08-28,R.Arias,2024-08-30 16:00:00,2024-09-05,
2024-08-19 12:16:21.113000,kfadl@tecofva.com,Readers Branch TH,67,RT-7-67,cd9811ee-f5a6-4858-acdc-f6ad827e9ae9,7,,,,,True,False,2024-08-15,SPEC,Manchester,Arts & Crafts,Y.Wang,2024-08-24,2024-08-31,HBS,2024-08-31,2024-10-04,Townes,2024-08-31,2024-09-20,Goochland,2024-10-16,2024-12-16,,,2024-12-19,
2024-08-19 12:16:28.432000,kfadl@tecofva.com,Readers Branch TH,69,RT-7-69,3b113534-175f-4d38-aa18-c0223ff57054,7,,,,,True,False,2024-08-22,Contract,Manchester,Arts & Crafts,Y.Wang,2024-08-24,2024-08-31,HBS,2024-08-31,2024-10-04,Townes,2024-08-31,2024-09-20,Goochland,2024-10-16,2024-12-16,,,2024-12-19,
2024-08-19 19:37:03.150000,kfadl@tecofva.com,The Preserve,526,PR-7-526,542c6f05-c4c2-49b1-8d03-64bbf2968d34,7,,,,,True,False,2024-08-19,Contract,Savannah,A - Folk Victorian,C.Zobel,2024-11-09,2024-12-13,Riverside,2024-12-14,2025-01-15,Foresite,2024-12-25,2025-01-04,Montgomery,2025-03-13,2025-04-15,R.Arias,2024-12-21 16:00:00,2025-04-16,"BASEMENT
waited on Plat recordation on 01/ 16/2025
House requested to be flipped on 4/24-J.Wood
LF change 6/9/25"
2024-10-21 12:12:27.523000,kfadl@tecofva.com,The Preserve Duplex,322,PD-6-322,0c98d4b7-0f83-4916-93d0-39838eeee460,6,,,,,True,False,2024-10-11,SPEC,Pearl Ranch,10 - Traditional,C.Zobel,2024-10-28,2024-11-06,Riverside,2024-11-06,2025-01-03,Foresite,2024-11-06,2024-11-16,Montgomery,2024-11-25,2024-12-12,,,2024-12-12,
2024-10-28 12:44:08.663000,kfadl@tecofva.com,Readers Branch,22,RB-6-22,adb51602-d0af-42a4-ab57-c35c4bc52d80,6,,,,,True,False,2024-10-24,Contract,Linden III,30 - Craftsman,K.Fadl,2024-10-30,2024-11-01,Struc Tech,2024-11-07,2024-11-08,EDA,2024-11-07,2024-11-21,Goochland,2024-11-26,2024-12-24,R.Arias,2024-11-14 20:00:00,2025-01-01,LF#4 CHANGES AT 11/26/24 AFTER PERMIT SET WAS SENT -KF completed bbps 12/31/24 from L. Rodgers
2024-11-26 20:40:39.970000,kfadl@tecofva.com,Readers Branch,27,RB-7-27,8390c053-c8ff-4cd3-a891-8c70b890201b,7,,,,,True,False,2024-11-27,Contract,Linden III,30 - Craftsman,K.Fadl,2024-12-18,2024-12-25,HBS,2024-12-25,2024-12-31,EDA,2024-12-25,2025-01-09,Goochland,2025-01-09,2025-02-12,R.Arias,2025-01-17 17:00:00,2025-03-05,"LF changes 01/03/25
BBP  posted delays due to HBS inaccuracies and Charles Toney steel posts specs."
2023-11-21 14:27:18.841000,sreddy@tecofva.com,The Preserve,564,PR-1-564,cc004159-410e-4861-b5e9-fe417e3bb7ee,1,,,,,True,False,,,Savannah,A - Folk Victorian,C.Zobel,,2023-11-15,Riverside,2023-11-16,2023-11-20,Gay and Neel,2023-11-28,2023-12-06,,,,,,2024-01-10,
2023-11-21 14:59:33.989000,sreddy@tecofva.com,Readers Branch,59,RB-5-59,c9fffee5-1262-439d-b139-f4147c985753,5,,,,,True,False,,SPEC,Corvallis,Colonial,K.Fadl,,2023-12-04,Struc Tech,2023-11-06,2023-11-10,EDA,2023-11-06,2023-12-17,Goochland,,,,,2024-01-18,
2024-02-27 12:46:52.690000,kfadl@tecofva.com,Readers Branch,22,RB-5-22,c742909f-ad7d-4299-a210-12963a2a4d27,5,,,,,True,False,2024-02-28,Contract,Hadley,25 - Folk Victorian,L.Rodgers,2024-04-16,2024-04-25,Struc Tech,2024-04-25,2024-05-04,EDA,2024-04-25,2024-05-03,Goochland,2024-05-07,2024-06-26,R.Arias,2024-06-26 12:00:00,2024-06-26,
2024-05-08 17:11:19.865000,kfadl@tecofva.com,The Preserve TH,127,PT-1-127,c3ac13f7-23c4-42a9-8b6d-950e70953819,1,,,,,True,False,2024-05-07,SPEC,Millcreek,,Y.Wang,2024-07-01,2024-06-20,Riverside,2024-06-21,2024-07-04,Foresite,2024-06-21,2024-07-04,Montgomery,2024-09-11,2024-10-01,,,2024-10-02,
2024-05-13 12:21:48.904000,kfadl@tecofva.com,The Preserve TH,156,PT-4-156,53d5ef51-d257-460e-a21c-4b8b245b099e,4,,,,,True,False,2024-05-14,Permit & Hold,Highland,10 - Traditional,Y.Wang,2024-05-15,2024-08-14,Riverside,2024-08-15,2024-09-06,Foresite,2024-08-14,2024-09-06,Montgomery,2024-10-30,2024-11-22,,,2024-11-26,
2024-08-12 19:19:35.375000,kfadl@tecofva.com,Brunswick,20,BR-1-20,31c16729-bcbc-445a-bea7-6e0052cc765d,1,,,,,False,False,2024-08-06,Permit & Hold,Lillie,10 - Traditional,M.Robinson,2024-08-28,2024-08-30,Kempsville,2024-08-30,2024-09-11,Townes,2024-08-30,2024-09-06,Hanover,2024-09-19,2024-10-11,,,2024-10-15,M.Robinson to clean up BBPs set from Rodgers and Y.Wang
2024-08-12 21:13:39.093000,kfadl@tecofva.com,The Preserve TH,148,PT-4-148,de96d259-5cbb-4533-979a-d8118d511c73,4,,,,,True,False,2023-11-09,Permit & Hold,Highland,,Y.Wang,,,Riverside,,,Foresite,,,Montgomery,,,,,2024-02-28,
2024-08-12 21:13:45.152000,kfadl@tecofva.com,The Preserve TH,149,PT-4-149,e816312e-b23b-419b-ada5-72d19bd1943e,4,,,,,True,False,2023-11-09,Permit & Hold,Millcreek,,Y.Wang,,,Riverside,,,Gay and Neel,,,Montgomery,,,,,2024-02-28,
2024-10-01 19:03:27.089000,kfadl@tecofva.com,The Preserve TH,191,PT-5-191,90825a7a-273c-4cce-ba20-dc1f8e65a6a4,5,,,,,True,False,2024-10-01,Contract,Highland,10 - Traditional,Y.Wang,2024-10-02,2024-10-11,Riverside,2024-10-11,2024-10-28,Foresite,2024-10-11,2024-10-24,Montgomery,2024-11-25,2024-12-23,,,2024-12-30,
2024-10-28 13:05:12.830000,kfadl@tecofva.com,Midtown,136,MI-1-136,bce0004a-9ace-4506-a206-348e3abda133,1,,,,,False,False,2024-10-17,Permit & Hold,Westmoreland,,Y.Wang,2024-10-29,2024-11-01,HBS,2024-11-01,2025-01-22,Balzer,2024-11-01,2024-11-01,Blacksburg,2025-02-11,2025-04-01,,,,
2024-11-11 13:19:01.810000,kfadl@tecofva.com,Row at Westhampton,32,RW-1-32,b1b6bf2c-66c8-4b7e-92fc-a308b67bee9f,1,,,,,True,False,,,,,,,,,,,,,,,,,,,,
2024-11-18 12:55:06.714000,kfadl@tecofva.com,Readers Branch,45,RB-6-45,44cc8aff-35ac-4b5d-844b-66a3e7dca7be,6,,,,,True,False,2024-11-03,Contract,Linden Terrace,30 - Craftsman,C.Zobel,2025-01-09,2025-01-15,HBS,2025-01-16,2025-01-25,EDA,2025-01-16,2025-01-23,Goochland,,,R.Arias,2025-02-10 05:00:00+00:00,,"LATE LF change @ 01/07/25 from 12/06/24
Sent for Permit 2/4/2025
3/7/25- lot and elevation change to RB 23-7"
2024-11-26 20:39:28.708000,kfadl@tecofva.com,Readers Branch,24,RB-6-24,6c0e2b0d-a9d7-4209-b004-0a402e008afa,6,,,,,True,False,2024-11-27,Contract,Linden III,10 - Traditional,M.Robinson,2025-01-09,2025-01-14,Struc Tech,2025-01-14,2025-01-18,EDA,2025-01-14,2025-01-22,Goochland,2025-01-23,2025-03-13,R.Arias,2025-02-26 01:00:00,2025-03-18,reasssigned this to MR on 01/09/2025
2024-12-16 12:40:44.801000,kfadl@tecofva.com,Readers Branch,40,RB-6-40,b1e734c4-bbc0-4854-98f3-5d4f5e0ce485,6,,,,,False,True,2024-11-18,Contract,Corvallis,40 - European,C.Zobel,,,Struc Tech,,,EDA,,,Goochland,,,,,,"homesite originally 42-6, changed to 40-6 on 11/22/2024.
CHANGED AGAIN: 12/30/2024 TO LOT 19-6 AND IS A NEW HOME TYPE: CORVALLIS TO LINDEN 3
"
2025-01-08 14:11:33.701000,kfadl@tecofva.com,Readers Branch,35,RB-6-35,b403b0fc-02c6-43e9-bc83-2c833f747414,6,,,,,True,False,2025-01-02,Contract,Carlisle,10 - Traditional,R.Arias,2025-01-18,2025-02-05,Struc Tech,2025-02-07,2025-02-15,EDA,2025-02-07,2025-02-12,Goochland,2025-02-19,2025-03-18,R.Arias,2025-02-20 01:00:00,2025-03-20,LF DUE 01/14/25
2025-01-08 14:58:44.800000,kfadl@tecofva.com,Sweetspire,18,SP-0-18,b6872dec-b8be-4314-b4c6-109947e71559,0,,,,,True,False,2025-01-01,Contract,Fulton Terrace,A - Colonial,C.Zobel,2025-02-20,2025-02-27,HBS,2025-02-26,2025-03-14,EDA,2025-02-26,2025-04-03,Henrico,2025-04-10,2025-05-07,R.Arias,2025-03-05 11:00:00,2025-05-07,"LF issue: 2/25/25 basement window location for future cabinets and furnace relocation
Permit submitted with Cast-in-place changes. "
2025-02-03 12:48:27.444000,kfadl@tecofva.com,Readers Branch,36,RB-7-36,edf02a72-a720-4b37-bc50-ad207913946a,7,,,,,True,False,2025-01-28,Contract,Linden III,30 - Craftsman,C.Zobel,,,HBS,,,EDA,,,Goochland,,,,,,"W/ BASEMENT

lot changed to RB 15-7 2/25/25 with additional lifestyle changes"
2023-11-06 13:43:31.049000,,GreenGate,01-04,GG-P5-01-04,78d80373-bd8c-4b97-b06b-87d5d26e8a0e,P5,2023-10-03 00:00:00,,,,True,False,2023-10-03,Contract,Park,QA - A - 1 - F,Y.Wang,2024-03-25,2024-03-29,HBS,2024-03-29,2024-04-04,Bay Design,2024-04-04,2024-04-15,Henrico,2024-06-12,,,,,Hold for Block sale
2023-11-21 14:53:32.886000,sreddy@tecofva.com,Readers Branch,07,RB-4-07,ba9cbdfe-5fa7-4a8b-aa9c-f5912a65d1b5,4,,,,,True,False,,SPEC,Belmont Terrace,Craftsman,C.Zobel,,2023-10-24,HBS,2023-10-24,2023-11-09,EDA,2023-10-24,2023-10-31,Goochland,,2023-11-29,,,2023-11-30,
2024-01-09 15:21:21.511000,kfadl@tecofva.com,Lauradell,135,LA-1-135,a260a7ef-d961-4ace-9df4-47240d079815,1,,,,,True,False,2024-01-10,SPEC,Helena,20 - Arts & Crafts,R.Arias,2024-01-10,2024-01-12,Struc Tech,2024-01-13,2024-01-20,EDA,2024-01-13,2024-01-24,Hanover,2024-01-26,2024-02-22,R.Arias,2024-01-31 05:00:00+00:00,2024-02-23,
2024-02-01 18:58:43.334000,kfadl@tecofva.com,Readers Branch,18,RB-5-18,8060c9fa-8344-4f39-a711-6b257aa4e149,5,,,,,True,False,2024-02-02,Contract,Linden Terrace,30 - Craftsman,C.Zobel,2024-03-26,2024-04-04,HBS,2024-04-05,2024-04-22,EDA,2024-04-05,2024-04-15,Goochland,2024-04-26,,R.Arias,2024-04-15 04:00:00+00:00,2024-05-29,
2024-03-06 13:26:33.929000,kfadl@tecofva.com,The Preserve,427,PR-01-427,32a294ae-fb42-4db6-bae9-3988f6a5eeb1,01,,,,,True,False,2024-03-08,SPEC,Westminster,BSE - Arts & Crafts,C.Zobel,2024-04-06,2024-04-25,Riverside,2024-04-26,2024-05-03,Gay and Neel,2024-04-25,2024-05-02,Blacksburg,2024-05-08,2024-06-10,R.Arias,2024-04-24 04:00:00+00:00,2024-06-11,Basement
